query_id,query,department,solution,query_date,date_solved,employee_id
754,What is an accident,insurance,"An accident is any sudden or unexpected event, which leads to permanent physical disability or accidental death.",4/6/2019,9/30/2018,544
755,When does my Accidental Protection Plan - Hospital Cash policy start,insurance,Your policy will commence within 15 days from the date of receipt of the form and premium payment.,5/31/2019,9/27/2018,523
756,What is the definition of a dependent child,insurance,"A dependent child is an unmarried child between the age of 3 months and 18 years, or up to 21 years if in full time education, residing with the insured person.",2/11/2019,12/27/2018,596
757,Does  the Accidental Protection Plan - Hospital Cash policy have a hospital cash benefit,insurance,"Yes hospital cash provides a benefit of Rs. 1,000 for every day up to a maximum of 30 days in case of hospitalization due to an accident.",7/26/2019,12/2/2018,525
758,What is the cancellation procedure,insurance,"The policy can be cancelled with a notice period of 30 days. The premium paid by you will be returned on a pro-rata basis or 25% of the annual premium, whichever is higher will be retained. Any cancellation request sent after 30 days of commencement of the policy will be refunded on a pro-rata basis.",2/15/2019,9/4/2018,509
759,Does this the Revive Policy for Personal Accident have hospital cash benefit,insurance,"Yes, hospital cash provides a benefit of Rs. 250 every day up to a maximum of 30 days in case of hospitalization due to an accident.",10/6/2018,2/17/2019,500
760,What do you mean by exclusions under the Revive Policy for Personal Accident,insurance,Exclusions are situations or conditions where in Syndicate ERGO is not liable to pay the benefits to the insured person in the event of an accident.,7/26/2019,12/23/2018,577
761,How many members can be included under the Family Plan of the Revive Policy for Personal Accident,insurance,You can include your spouse and up to 2 children under the Family Plan.,6/27/2019,9/19/2018,548
762,Is there an age limit to opt for a Revive Policy for Personal Accident,insurance,A Revive Policy is open to anyone between the age of 18 and 65 years.,4/17/2019,12/10/2018,521
763,Why should I purchase Critical Illness Insurance,insurance,Critical Illness Insurance provides you and your family with additional financial security on the diagnosis of a critical illness. The policy provides a lump sum amount which could be used for: Cost of care and treatment Recuperation aids Pay off of debts Any loss in income owing to a decrease in ability to earn View more,8/11/2019,7/24/2019,591
764,What is Critical Illness Insurance,insurance,Critical Illness Insurance is a policy that pays out a lump sum amount up to the sum insured upon diagnosis of a critical illness covered under the policy.,11/18/2018,11/24/2018,513
765,Can I make multiple claims for the same or any other listed Critical Illness,insurance,"No, you can make only one claim during the lifetime of the policy.",7/12/2019,10/18/2018,537
766,What is meant by disease under the Critical Illness - Platinum Plan,insurance,"Disease is a pathological condition of a part, organ or system resulting from various causes such as infection, pathological process or environmental stress and characterized by an identifiable group of signs or symptoms.",1/22/2019,8/3/2019,581
767,What are the available plans under the Critical Illness policy,insurance,"You can choose to be insured for any of the following amounts: Rs. 2,50,000, Rs. 5,00,000, Rs.7,50,000 or Rs. 10,00,000.",5/28/2019,6/29/2019,512
768,Who do I contact in the case of a claim under the Critical Illness policy,insurance,"In the case of a claim under the policy, you should immediately intimate us on our helpline number. On receipt of the intimation, we will register the claim and assign a unique claim reference number which will be communicated to the insured and may be used for all future correspondence.",10/11/2018,6/11/2019,571
769,What are the benefits under  the Critical Illness - Platinum Plan,insurance,"The company will pay the sum insured as a lump sum on the first diagnosis of any one of the following critical illnesses, provided that the insured person survives a period of 30 days from the date of the first diagnosis. The following critical illnesses are covered under our plan: Heart Attack (Myocardial Infarction ) Coronary Artery Bypass Surgery Stroke Cancer Kidney Failure Major Organ Transplant Multiple Sclerosis Paralysis View more",1/2/2019,2/12/2019,525
770,What is a Benefit Policy,insurance,"Under a Benefit Policy the insurance company pays the policy holder a lump sum amount, on the occurrence of an insured event.",11/26/2018,9/19/2018,517
771,What are the medical tests that I need to undergo to enrol myself for the  - Platinum Plan policy,insurance,No pre-policy medical check up is required for individuals up to the age of 45 years.,1/15/2019,4/11/2019,555
772,What documents are required at the time of a claim,insurance,The insured shall arrange for submission of the following documents required to process a claim within 45 days from the date of intimation. Duly completed claim form Original discharge summary Consultation note/ relevant treatment papers All relevant medical reports along with supporting invoices and doctors requisition advising the same Original and final hospitalization bills with detailed break-up Pharmacy Bills along with prescriptions Any other documents as may be required by the company On receipt of the claim documents the claim will be processed in accordance with the terms and conditions of the policy. View more,12/21/2018,3/19/2019,505
773,How do I make a claim under the Accidental Protection Plan - Hospital Cash policy,insurance,"You can make a claim by calling our toll-free number 1800-226-226 (MTNL or BSNL) or 1800-2-700-700 (Any Line) or 022 6638 4800 (Local/STD charges apply). We will then assist you with the submission of the required documents and the process will be completed within 7 working days, once all the required documents are submitted.",7/13/2019,11/17/2018,575
774,What do you mean by pre-existing diseases not covered under the Critical Illness plan,insurance,"A pre-existing disease is any condition, ailment, injury or related condition for which the insured person had signs or symptoms and/or was diagnosed and/or received medical advice or treatment prior to the first policy with the company",4/24/2019,3/17/2019,527
775,Is there any tax exemption under the Health Suraksha policy,insurance,"Yes, you can avail up to Rs. 15,000 as tax benefit under 'Section 80D'. In case you are a senior citizen, you can avail up to Rs. 20,000 as tax benefit under 'Section 80D'. Subject to changes in Tax laws",7/1/2019,6/5/2019,527
776,Is there any eligibility criterion to purchase this the Critical Illness policy,insurance,A Critical Illness policy covers individuals in the age group of 5 years to 45 years. Children between 5 years and 18 years will be covered only when both the parents are also insured under the policy.,3/29/2019,9/8/2018,589
777,What is meant by disease under the Critical Illness - Platinum Plan,insurance,"Disease is a pathological condition of a part, organ or system resulting from various causes such as infection, pathological process or environmental stress and characterized by an identifiable group of signs or symptoms.",12/24/2018,7/16/2019,506
778,Can I make multiple claims for the same or any other listed Critical Illness,insurance,"No, you can make only one claim during the lifetime of the policy.",2/19/2019,8/16/2019,527
779,Are there any eligibility criteria to purchase this the Critical Illness - Platinum Plan,insurance,A Critical Illness policy covers individuals in the age group of 5 years to 45 years. Children between 5 and 18 years will be covered only if both parents are also insured under the policy.,12/23/2018,8/4/2019,542
780,What is Critical Illness insurance,insurance,"Critical Illness insurance is a policy that pays out a lump sum under ‘Section 80D’. In the case of senior citizens you can avail up to Rs. 20,000 as tax benefit under ‘Section 80D’.",12/19/2018,8/20/2019,518
781,Why should I buy Critical Illness insurance,insurance,Critical Illness insurance provides you and your family additional financial security on the diagnosis of a critical illness. The policy provides a lump sum amount which could be used for: Cost of care and treatment Recuperation aid Debts pay off Any lost in income due to a decrease in ability to work View more,11/6/2018,3/2/2019,579
782,How do I make a claim under the Accidental Protection Plan - Hospital Cash policy,insurance,"You can make a claim by calling our toll-free number 1800-226-226 (MTNL or BSNL) or 1800-2-700-700 (Any Line) or 022 6638 4800 (Local/STD charges apply). We will then assist you with the submission of the required documents and the process will be completed within 7 working days, once all the required documents are submitted.",11/23/2018,10/17/2018,595
783,What documents are required at the time of a claim,insurance,The insured shall arrange for submission of the following documents required to process a claim within 45 days from the date of intimation. Duly completed claim form Original discharge summary Consultation note/ relevant treatment papers All relevant medical reports along with supporting invoices and doctors requisition advising the same Original and final hospitalization bills with detailed break-up Pharmacy Bills along with prescriptions Any other documents as may be required by the company On receipt of the claim documents the claim will be processed in accordance with the terms and conditions of the policy. View more,6/30/2019,5/17/2019,530
784,Who do I contact in the case of a claim under the Critical Illness - Platinum Plan,insurance,"In the case of a claim under the policy, you should immediately intimate us on our helpline numbers.",4/15/2019,4/21/2019,535
785,What are the medical tests that I need to undergo to enrol myself for the  - Platinum Plan policy,insurance,No pre-policy medical check up is required for individuals up to the age of 45 years.,8/13/2019,2/27/2019,524
786,Why should I buy Critical Illness insurance,insurance,Critical Illness insurance provides you and your family additional financial security on the diagnosis of a critical illness. The policy provides a lump sum amount which could be used for: Cost of care and treatment Recuperation aid Debts pay off Any lost in income due to a decrease in ability to work View more,11/29/2018,7/14/2019,596
787,What are the benefits under  the Critical Illness - Platinum Plan,insurance,"The company will pay the sum insured as a lump sum on the first diagnosis of any one of the following critical illnesses, provided that the insured person survives a period of 30 days from the date of the first diagnosis. The following critical illnesses are covered under our plan: Heart Attack (Myocardial Infarction ) Coronary Artery Bypass Surgery Stroke Cancer Kidney Failure Major Organ Transplant Multiple Sclerosis Paralysis View more",8/15/2019,5/31/2019,597
788,Is there any tax exemption under the Health Suraksha policy,insurance,"Yes, you can avail up to Rs. 15,000 as tax benefit under 'Section 80D'. In case you are a senior citizen, you can avail up to Rs. 20,000 as tax benefit under 'Section 80D'. Subject to changes in Tax laws",6/1/2019,5/23/2019,545
789,What do you mean by pre-existing diseases not covered under the Critical Illness - Platinum plan,insurance,"A pre-existing disease is any condition, ailment, injury or related condition for which the insured person had signs or symptoms and/or was diagnosed and/or received medical advice or treatment prior to the first policy with the company.",11/22/2018,10/29/2018,537
790,What is cumulative bonus,insurance,"Cumulative bonus is an increase in the sum insured by a specified percentage of every claim free year subject to a certain maximum, provided that the policy is renewed without any break. Under the Health Suraksha policy, you can avail a 5% cumulative bonus for every claim free year upto 50% of SI..",2/26/2019,4/22/2019,518
791,What is meant by Day Care Procedures,insurance,Day Care Procedures are the medical procedures/surgeries wherein the person does not need to be hospitalised for more than 24 hours due to technological advancement.,4/12/2019,6/23/2019,586
792,What are Pre and Post hospitalisation expenses,insurance,"Pre-hospitalisation expenses means medical expenses incurred for a specified number of days prior to hospitalisation for any disease, illness or injury sustained which is covered under the Policy. Post-hospitalisation expenses means medical expenses incurred for a specified number of days after discharge from the hospital. In 'Health Suraksha' the pre-hospitalisation period is 60 days while the post-hospitalisation period is 90 days.",6/28/2019,11/30/2018,560
793,What are the benefits of a health card,insurance,"A health card mentions the contact details and contact numbers of the TPA. In case of a medical emergency, you can call these numbers for queries, clarifications or to seek any kind of assistance. Moreover, you need to display your health card at the time of admission into the hospital.",8/26/2019,9/11/2018,590
794,Do I need to pay for hospitalisation,insurance,"If you are admitted in any of our network hospitals, you can avail a cashless facility. We will directly reimburse all the admissible expenses to the hospital. However, in case of non-network hospitals you will have to settle hospital bills at the time of discharge and consequently, the same will be reimbursed to you by us.",9/25/2018,11/20/2018,542
795,What are the medical tests that I need to undergo to enrol myself for  the Critical Illness policy,insurance,No pre-policy medical check up is required for anyone up to the age of 45 years.,9/2/2018,11/5/2018,582
796,What is Family Floater and what are its features,insurance,"Family Floater is a policy wherein the entire family of the insured comprising of the insured and his/her dependents, are covered under a single sum insured. The advantages of such a policy are: All member of the family (as defined above) can be covered under one policy. A Single Premium is payable for the entire family The amount of the sum insured floats over the entire family, i.e. the limit can be used by any member of the family, any number of times. You do not have to keep track of renewals for different members. Just a single renewal date has to be remembered. View more",3/31/2019,12/5/2018,540
797,What is meant by disease,insurance,"Disease means a pathological condition of a part, organ or system resulting from various causes such as infection, pathological process or environmental stress and characterised by an identifiable group of signs or symptoms.",3/26/2019,7/23/2019,586
798,What are domiciliary hospitalisation expenses under the Health Suraksha policy,insurance,"Domiciliary hospitalisation means medical treatment for a period exceeding 3 days for such illness, disease or injury which in the normal course would require care and treatment at a hospital/nursing home but is actually taken while confined at home in India, but only under the following circumstances: The condition of the patient is such that he/she cannot be taken to the hospital/nursing home The patient cannot be taken to the hospital/nursing home as a result of lack of accommodation therein View more",12/30/2018,11/19/2018,528
799,How do I make a claim under the Accidental Protection Plan - Hospital Cash policy,insurance,"You can make a claim by calling our toll-free number 1800-226-226 (MTNL or BSNL) or 1800-2-700-700 (Any Line) or 022 6638 4800 (Local/STD charges apply). We will then assist you with the submission of the required documents and the process will be completed within 7 working days, once all the required documents are submitted.",3/17/2019,4/30/2019,571
800,What is meant by Network Hospitals,insurance,"These are hospitals that form part of the company's network (part of the company's tie-up list). For a complete list of network hospitals, log on to our website www.Syndicateergo.com",1/15/2019,12/15/2018,517
801,Are there any special discounts available under the Health Suraksha policy,insurance,"The policy provides a family discount of 10%, if 3 or more family members are covered under a single policy on an individual sum insured basis.",4/1/2019,10/1/2018,551
802,What do you mean by pre-existing diseases,insurance,"Any condition, ailment, injury of related condition(s) for which the insured person has had signs or symptoms and/or was diagnosed and/or has received medical advice/treatment within 48 months prior to the insured’s first policy with the company.",4/1/2019,6/1/2019,548
803,What is a hospital/nursing home,insurance,"A hospital/nursing home means an establishment which: is registered as such with a local authority and is under the supervision of a registered and qualified Medical Practitioner and operates for the reception, care and treatment of sick, ailing or injured persons as inpatients provides organized facilities for diagnosis and medical and surgical treatment at all times; and is not primarily a day clinic, rest or convalescent home or similar establishment and is not, other than incidentally, a place for the treatment of alcoholics or drug addicts or a rehabilitation centre;OR has a fully equipped operation theatre of its own wherever surgical operations are carried out provides nursing care and has a physician or a staff of physicians actually on the premises at all times at least 10 in-patient beds at all times View more",10/21/2018,3/6/2019,556
804,Are all Health Suraksha policy holders eligible for a health card,insurance,"Yes, all policy holders are eligible for a health card as it is an important component of the policy.",11/14/2018,2/11/2019,502
805,Why do I need health insurance,insurance,Health Insurance will protect you and your family against any financial contingency arising due to a medical emergency.,3/23/2019,7/30/2019,549
806,What is covered under the Ayush benefit,insurance,"Under the Ayush benefit expenses are reimbursed for in-patient treatment taken under Ayurveda, Unani, Sidha or Homeopathy.",8/24/2019,7/12/2019,501
807,What are the benefits under  the Health Suraksha policy,insurance,"Health Suraksha offers optimum health coverage at affordable prices. The plan not only covers hospitalisation expenses due to accidents or illness but also extends to cover pre and post hospitalisation expenses, day care procedures, domiciliary treatment, organ donor expenses, emergency ambulance and ayush benefit.",11/29/2018,1/10/2019,562
808,What is an injury or injuries,insurance,"Injury or injuries means any physical, external or accidental bodily injury occurring suddenly in time and resulting solely and independently of any other cause or any physical defect or infirmity existing before the period of insurance.",7/10/2019,4/11/2019,512
809,What is meant by non-network hospitals,insurance,"These hospitals do not form part of the company’s tie-up list. The bills are settled by the Insured and the relevant documents and bills are subsequently submitted to the TPA. The amount consequently, is reimbursed to the insured.",4/2/2019,10/12/2018,520
810,What is meant by Organ Donor Expense,insurance,Organ Donor Expenses are all the hospitalisation expenses incurred by the donor for the donation of an organ (excluding the cost of the organ) to the insured during the course of an organ transplant.,3/24/2019,9/18/2018,576
811,What do you mean by pre-existing diseases,insurance,"Any condition, ailment, injury of related condition(s) for which the insured person has had signs or symptoms and/or was diagnosed and/or has received medical advice/treatment within 48 months prior to the insured’s first policy with the company.",1/30/2019,5/16/2019,563
812,Who do I contact to submit a claim under Health Suraksha policy in case of hospitalisation,insurance,"For hospitalization /claim, customer can contact via Call: 1800 200 1999 / 1860 2000 700 Fax: 1860 2000 600 Email: [email protected] Through IPO: Login to Insurance Portfolio Organizer (IPO) from Syndicate Ergo website home page",7/11/2019,2/12/2019,594
813,Is there any tax exemption under the Health Suraksha policy,insurance,"Yes, you can avail up to Rs. 15,000 as tax benefit under 'Section 80D'. In case you are a senior citizen, you can avail up to Rs. 20,000 as tax benefit under 'Section 80D'. Subject to changes in Tax laws",3/9/2019,10/21/2018,556
814,What are the plans available under this policy,insurance,"You can insure yourself for Rs. 3 Lakhs, Rs. 4 Lakhs or Rs. 5 Lakhs. You can choose from any of the four plans mentioned below: 1 Adult 2 Adults 2 Adults and 1 Child 2 Adults and 2 Children The policy offers the option to cover on an individual sum insured basis or a family floater basis. View more",6/9/2019,11/18/2018,599
815,Is there any eligibility criterion to purchase this the Health Suraksha policy,insurance,A Health Suraksha policy is open to individuals from the age of 3 months to 65 years. There is no entry age limit unlike other policies,1/27/2019,6/1/2019,553
816,What is the benefit of broken bones under this policy,insurance,"Pays 10 % of Sum Insured upto 50,000(for dependent parents), if an accident results in broken bones",7/9/2019,4/10/2019,575
817,How do I make a claim,insurance,"You can make a claim by calling our Toll free number 1800-226-226 (MTNL or BSNL Line) or 1800-2-700-700 (Any Line) or 022 66384800 ( Local / STD charges apply). We will then assist you with the submission of the documents required and the process will be completed within 7 working days, once all the required documents are submitted.",11/29/2018,9/18/2018,580
818,How do I renew my policy,insurance,We will send you renewal reminders. The number of days advance reminder depends upon the pay plan opted for.Payplansbreakup : Cheque-45daysCredit Card – 60 days,4/4/2019,8/6/2019,567
819,Will my accident policy cover me even if I am out of the country,insurance,Yes the accident policy will cover you even if you are out of the country. The sum insured will be paid to you in Indian Rupees in case of a claim i.e. the claim will be paid out in India only,3/2/2019,3/27/2019,565
820,Does this policy have hospital cash benefit,insurance,"Yes, depending on the plan selected hospital cash provides a benefit up to Rs. 500 everyday upto a maximum of 45 days in case of hospitalization due to an accident.",1/24/2019,10/23/2018,600
821,Does this policy cover natural death and daily sickness also,insurance,This policy only covers accidental death.,1/23/2019,9/16/2018,524
822,What is the definition of a dependent child,insurance,Dependent child means an unmarried dependent child residing with the insured person between the age of 3 months and up to 18 years or up to the age of 21 if in full time education.,8/18/2019,10/1/2018,568
823,Who can be the beneficiary,insurance,The beneficiary could be any member of your family.,7/11/2019,6/10/2019,525
824,How many members can be included under the Family Plan,insurance,You can include your spouse as well as two dependent children under the Family Plan.,4/7/2019,3/7/2019,506
825,What kind of documentation is required,insurance,The best part of this policy is that it has hassle free documentation. All you need to do is fill the complete proposal form with relevant details and sign it .Tick any one plan and attach a cheque or fill the credit card details in the form.,9/25/2018,10/2/2018,516
826,What do you mean by exclusions,insurance,Exclusions are situations or conditions where in Syndicate ERGO is not liable to pay the benefits to the insured person in the event of an accident.,4/3/2019,2/1/2019,538
827,When does my policy start,insurance,This will be commenced within 15 days from the date of receipt of form & premium payment,12/9/2018,11/10/2018,595
828,Is there an age limit for opting Individual Personal Accident Plan 2 policy,insurance,It is open to everyone from the age of 18 years to 65 years.,12/24/2018,6/28/2019,547
829,What are the benefits payable under this policy,insurance,"Now you can protect your entire family with Individual Personal Accident Plan 2 against accidental injuries. The policy provides the benefits to you and your family, for Accidental Death, Permanent Disability, Broken Bones, Burns due to an accident. It also provides benefit of Ambulance cost and hospital cash.",1/31/2019,2/7/2019,504
830,How do I make my premium payments,insurance,"This is an annual policy, where the premium can be made via Credit Card or Cheque",1/15/2019,6/27/2019,532
831,Can I include my parents in this policy,insurance,"Yes, you can include your dependent parents up to 70 years. The plan provides add on benefits for your dependent parents with an affordable flat rate. Now you can give back a small measure of the love and concern they showed for you.",7/25/2019,12/14/2018,584
832,What kind of benefits is my spouse and children entitled to,insurance,"100% of the sum insured in case of accidental death, permanent disability, broken bones, burns,Hospital cash of the spouse & 10% of the sum insured in case of accidental death or permanent disability of the children.",8/18/2019,11/6/2018,511
833,What are the available plans with under this policy,insurance,"Syndicate ERGO offers you a wide range of Sum Insured, from Rs. 2.5 lakh to 15 lakh with four plan options to choose.Self PlanSelf & Family PlanSelf + Dependent Parents Add-onSelf & Family Plan + Dependent Parents Add-on",6/2/2019,3/16/2019,532
834,Will I get a renewed policy,insurance,"Yes, you shall receive the renewed policy",12/24/2018,3/7/2019,558
835,What is the Cancellation procedure,insurance,The policy can be cancelled with a notice period of 30 days. The premium paid by you will be returned on a pro-rata basis or 25% of the annual premium whichever is higher would be retained. Any cancellation request sent after 30 days of the commencement of the policy will be refunded on pro - rata basis.,5/22/2019,8/30/2019,525
836,How do I make my premium payments,insurance,"This is an annual policy, where the premium can be made online via Credit Card/Netbanking or Cheque",12/13/2018,4/28/2019,545
837,What is an accident,insurance,"Accident or Accidental means a sudden, unforeseen and involuntary event caused by external, visible & violent means",8/21/2019,9/29/2018,511
838,Can I include my parents in this policy,insurance,"Yes, you can include your dependent parents up to 65 years. The plan provides add on benefits for your dependent parents with an affordable flat rate. Now you can give back a small measure of the love and concern they showed for you.",4/13/2019,10/19/2018,575
839,How do I renew my policy,insurance,We will send you renewal reminders. The number of days advance reminder depends upon the pay plan opted for. Payplansbreakup : Cheque-45days Credit Card – 60 days,1/15/2019,3/8/2019,538
840,What is an accident,insurance,"Accidentmeans a sudden, unforeseen and involuntary event caused by external, visible & violent means.",9/2/2018,4/9/2019,504
841,What is the Cancellation procedure,insurance,The policy can be cancelled with a notice period of 30 days. The premium paid by you will be returned on a pro-rata basis or 25% of the annual premium whichever is higher would be retained. Any cancellation request sent after 30 days of the commencement of the policy will be refunded on pro - rata basis.,2/24/2019,2/14/2019,539
842,How do I make my premium payments,insurance,"This is an annual policy, where the premium can be made via Credit Card or Cheque.",12/27/2018,5/16/2019,584
843,What is an accident,insurance,"Accidentmeans a sudden, unforeseen and involuntary event caused by external, visible & violent means.",10/18/2018,9/6/2018,575
844,Is there an age limit for opting Syndicate Ergo Personal Accident Insurance policy,insurance,Personal Accident Insurance is open to everyone from the age of 18 years to 65 years.,4/7/2019,6/3/2019,591
845,Till what age the Syndicate Ergo Personal Accident Insurance policy can be renewed,insurance,Personal Accident Insurance policy can be renewed for life long,5/19/2019,6/24/2019,505
846,What do you mean by exclusions,insurance,Exclusions are situations or conditions where in Syndicate ERGO is not liable to pay the benefits to the insured person in the event of an accident.,1/24/2019,4/18/2019,587
847,Does this policy cover natural death and daily sickness also,insurance,This policy only covers accidental death.,1/6/2019,1/4/2019,592
848,Who can be the beneficiary,insurance,The beneficiary could be any member of your family.,5/14/2019,12/28/2018,532
849,Will my accident policy cover me even if I am out of the country,insurance,Yes the accident policy will cover you even if you are out of the country. The sum insured will be paid to you in Indian Rupees in case of a claim i.e. the claim will be paid out in India only.,7/9/2019,4/19/2019,538
850,Does the threshold/deductible limit consist of single claim or multiple claims,insurance,"Threshold/ deductable limit is an aggregate deductible which the customer has to pay either from his pocket or through other Mediclaim, beyond aggregate deductible (crossed in single claim or in multiple claims in a policy year) full claim amount will be paid by Syndicate Ergo General Insurance. Example-1: Single Claim in a policy year Deductible Sum Insured in Syndicate Ergo General Insurance Insured Super Top up Policy Claim amt assessed Deductible Exhaustion Balance Deductible Claim amt payable by other policy / saving Claim amt payable by Syndicate Ergo General Insurance Insured Super Top up Policy At inception 200,000 800,000 0 0 200,000 0 0 Claim 1 200,000 800,000 10,000,00 2,00,000 0 2,00,000 8,00,000 Example-2: Multiple Claims in a policy year Deductible Sum Insured in Syndicate Ergo General Insurance Insured Super Top up Policy Claim amt assessed Deductible Exhaustion Balance Deductible Claim amt payable by other policy / saving Claim amt payable by Syndicate Ergo General Insurance Insured Super Top up Policy At inception 200,000 800,000 0 0 200,000 0 0 Claim 1 200,000 800,000 150,000 150,000 50,000 150,000 0 Claim 2 200,000 800,000 300,000 50,000 0 50,000 250,000 Claim 3 200,000 800,000 550,000 0 0 0 550,000 View more",12/10/2018,3/12/2019,589
851,Is there any co-payment applied on this policy,insurance,All person(s) named covered under the policy above the age of 80 years (age last birthday) shall bear a co-pay of 10% for each and every claim.,12/7/2018,10/12/2018,594
852,Do I need to undergo medical test for buying this policy,insurance,"You are not required to undergo any medical tests up to the age of 55 years, except if you have declared any pre-existing diseases or ailments at the time of applying for the policy. In such cases and for applicants above age 55 years, one has to undergo the specified medical tests.",8/1/2019,8/10/2019,581
853,What are the Medical test charges,insurance,"Pre agreed charges for health check up with our network provider are Rs 1000/- and Rs.1200/- per person for SET1 & SET2 respectively. On acceptance of proposals, we will reimburse 50% of the expenses.",6/8/2019,7/14/2019,583
854,What is the minimum and maximum deductible in this plan,insurance,"You can choose minimum of Rs. 2,00,000 and maximum of Rs. 5,00,000 aggregate deductible in this policy.",2/20/2019,11/24/2018,557
855,What is the entry & exit age for this policy,insurance,One can be a proposer under the Policy from the age of 18 years to 65 years. You can insure your children from the age of 91 days to the age of 23 years.,4/9/2019,6/11/2019,570
856,Can I also include my parents and parent- in-laws in this policy,insurance,"Yes, you can include your parents and parent- in-laws in the same Policy on an Individual Sum Insured basis and in a separate Policy on floater Sum Insured basis.",6/5/2019,8/9/2019,588
857,Is it mandatory to inform change in health condition in writing while renewing Super Top Up plan,insurance,"No. There is no such obligation under the Policy. Once we have accepted the proposal, member will be eligible for life time renewal.",3/9/2019,9/14/2018,529
858,"If the claim amount is 6 lakhs, how much will be paid by Syndicate Ergo General Insurance",insurance,Whatever is over and above the threshold limit will be paid.,7/16/2019,10/24/2018,518
859,What are the documents required,insurance,Please refer Policy wordings for exhaustive list of claims documents required. We will not ask for anything over and above the list given in Policy.,11/27/2018,11/6/2018,502
860,Will the continuity benefit (2years) be given on Super Top Up plan as well,insurance,Continuity benefit will not be available in Super Top Up plan as portability benefits are not available in this product.,12/13/2018,7/14/2019,512
861,Does pre-existing cover start after 4 years or 3 years,insurance,The Policy covers expenses incurred for the treatment of diseases that you have before taking the Policy. Such will be covered only after 36 months of continuous coverage.,11/18/2018,8/20/2019,596
862,Chemo & dialysis does not required local or general anesthesia will it be cover under day care,insurance,"Yes, since chemo & dialysis are recurring procedures and does not require local or general anesthesia, in this context all such procedures will be covered & paid under day care procedures.",10/9/2018,6/27/2019,507
863,Do we have any loading on pre-existing ailments,insurance,"Yes, there were will be loading on pre existing ailments which will be arrived at after health check up of the customer. Acceptance of the proposal will be subject to medical underwriting.",4/13/2019,12/6/2018,596
864,A person undergoes for dialysis 4 times in a week will it be covered if the basic deductible is exhausted,insurance,"Yes, any illness payable under the Policy for which threshold gets exhausted, will be paid under Super top up.",3/11/2019,7/12/2019,575
865,Can I cover my family members in this policy,insurance,"You can cover your family members as given below in a single Policy on Individual Sum Insured basis. Brother, Sister, Grand Son, Grand Daughter, Daughter in Law, Son in Law, Nephew, Niece, Grand Mother and Grand Father.",10/15/2018,9/4/2018,517
866,Will I get tax benefit if I cover my family on individual Sum Insured basis,insurance,"Yes, you will get Tax benefit under section 80D.",8/13/2019,4/30/2019,532
867,What will be the start date of my insurance policy,insurance,"Your insurance cover starts from the commencement date indicated by you in the proposal form or receipt of the premium by us, whichever is later.",7/31/2019,7/22/2019,583
868,"If I have a home insurance policy with two different companies, will I benefit from both",insurance,"If you have a policy with two insurance companies, at the time of the claim both insurance companies will pay on a proportionate basis.",10/20/2018,1/11/2019,553
869,Is there an age limit on the property for it to be insured,insurance,No there is no age limit to buy a home insurance policy.,3/28/2019,2/26/2019,515
870,What are the documents required to be submitted in case of a home burglary claim,insurance,"The original invoice has to be submitted, giving the value of the items stolen. In addition to this you also have to give the replacement cost/repair cost, FIR, Final police report and claim form.",4/29/2019,12/22/2018,501
871,What happens to the home insurance policy if the insured house is sold,insurance,"From the time the transfer of ownership becomes effective, the policy stands cancelled and the insured ceases to be an insured under the policy. We will then refund the premium for the balance of the insured period.",9/14/2018,11/9/2018,590
872,"What is the difference between burglary, theft and larceny",insurance,Burglary is when there is forceful entry in the premises in order to rob. Theft is when there is a robbery without any evidence of forceful entry in the premises. Larceny is when a known person on the premises has robbed or stolen the insured’s belongings.,6/29/2019,5/1/2019,565
873,Can a HUF/ Leased (Mhada/Cidco) property be insured,insurance,If you have financial interest in the property as owner or lessor then you can insure the property.,10/26/2018,1/27/2019,598
874,When is an FIR necessary in a Home Insurance claim,insurance,A police FIR is mandatory in the case of: Burglary Theft Malicious Damage Riot and Strike Terrorism,5/14/2019,8/25/2019,545
875,What happens after the Home Insurance claim is registered,insurance,The surveyor contacts the customer in 48 hours. The claim form is sent to the customer’s correspondence address within 7 working days.,12/22/2018,8/13/2019,527
876,How will I know my Home Insurance policy is due for renewal,insurance,The renewal notice for a home insurance policy is sent 30 to 45 days in advance of the expiry of the policy.,3/1/2019,10/9/2018,533
877,What is the Home Insurance premium charged for fire and special peril cover and burglary and theft cover,insurance,The premium charged is Rs. 70 per Rs. 1 lakh for fire and special peril and Rs. 240 per Rs. 1 lakh for burglary and theft.,11/29/2018,11/26/2018,593
878,Do you offer any discounts for Home Insurance,insurance,"Yes, we do. The discounts available are: 24 hour security guard – 5% Burglar Alarm – 5% Both – 15%",11/20/2018,12/24/2018,584
879,Can a laptop be covered under a Home Insurance policy,insurance,"Yes, it is covered only while it is in the insured residential premises.",5/5/2019,11/13/2018,572
880,How do we value the property under home insurance,insurance,Property valuation is done by multiplying the built up area of the property with the cost of construction per square feet.,9/2/2018,7/20/2019,558
881,Is an FIR necessary for a property damage claim under the Home Insurance policy,insurance,"An FIR is mandatory in case of Malicious Damage, Riot and Strike, Terrorism, Burglary, Theft & Larceny claims.. However, it is not necessary in the case of floods, storms, earthquakes, lightning, subsidence or impact damage due to aircraft loss.",11/17/2018,7/24/2019,538
882,Can an entire society or building be covered under your Home Insurance policy,insurance,"No, an entire society cannot be covered under this product",1/13/2019,10/26/2018,566
